transfer_id,transfer_date,scheduled_date,car_id,from_compound_id,to_compound_id,distance_km,truck_id,cars_per_truck,truck_fill_rate,cost_eur,reason,lead_time_days
TRF_001064,2024-08-12,2024-08-10,CAR_0055771,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00324,8,1.0,37.87,demand_rebalancing,2
TRF_001065,2024-08-12,2024-08-10,CAR_0055772,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00324,8,1.0,37.87,demand_rebalancing,2
TRF_001066,2024-08-12,2024-08-10,CAR_0055773,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00325,2,0.25,151.48,demand_rebalancing,2
TRF_001067,2024-08-12,2024-08-10,CAR_0055774,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00325,2,0.25,151.48,demand_rebalancing,2
TRF_001068,2024-08-13,2024-08-12,CAR_0056091,CPD_MUNICH_02,CPD_MUNICH_01,8,TRUCK_00328,5,0.62,9.88,repair_routing,1
TRF_001069,2024-08-13,2024-08-12,CAR_0056092,CPD_MUNICH_02,CPD_MUNICH_01,8,TRUCK_00328,5,0.62,9.88,repair_routing,1
TRF_001070,2024-08-13,2024-08-12,CAR_0056093,CPD_MUNICH_02,CPD_MUNICH_01,8,TRUCK_00328,5,0.62,9.88,repair_routing,1
TRF_001071,2024-08-13,2024-08-12,CAR_0056094,CPD_MUNICH_02,CPD_MUNICH_01,8,TRUCK_00328,5,0.62,9.88,repair_routing,1
TRF_001072,2024-08-13,2024-08-12,CAR_0056095,CPD_MUNICH_02,CPD_MUNICH_01,8,TRUCK_00328,5,0.62,9.88,repair_routing,1
TRF_001073,2024-08-13,2024-08-12,CAR_0056318,CPD_BERLIN_01,CPD_LEIPZIG_01,194,TRUCK_00326,1,0.12,151.7,remarketing_routing,1
TRF_001074,2024-08-13,2024-08-12,CAR_0056322,CPD_LEIPZIG_01,CPD_BERLIN_01,194,TRUCK_00327,1,0.12,151.7,remarketing_routing,1
TRF_001075,2024-08-14,2024-08-12,CAR_0056500,CPD_COLOGNE_01,CPD_LEIPZIG_01,494,TRUCK_00330,2,0.25,158.35,demand_rebalancing,2
TRF_001076,2024-08-14,2024-08-12,CAR_0056501,CPD_COLOGNE_01,CPD_LEIPZIG_01,494,TRUCK_00330,2,0.25,158.35,demand_rebalancing,2
TRF_001077,2024-08-14,2024-08-12,CAR_0056546,CPD_FRANKFURT_01,CPD_LEIPZIG_01,382,TRUCK_00331,4,0.5,63.78,demand_rebalancing,2
TRF_001078,2024-08-14,2024-08-12,CAR_0056547,CPD_FRANKFURT_01,CPD_LEIPZIG_01,382,TRUCK_00331,4,0.5,63.78,demand_rebalancing,2
TRF_001079,2024-08-14,2024-08-12,CAR_0056548,CPD_FRANKFURT_01,CPD_LEIPZIG_01,382,TRUCK_00331,4,0.5,63.78,demand_rebalancing,2
TRF_001080,2024-08-14,2024-08-12,CAR_0056549,CPD_FRANKFURT_01,CPD_LEIPZIG_01,382,TRUCK_00331,4,0.5,63.78,demand_rebalancing,2
TRF_001081,2024-08-14,2024-08-12,CAR_0056676,CPD_BERLIN_01,CPD_HAMBURG_01,332,TRUCK_00329,3,0.38,75.87,repair_routing,2
TRF_001082,2024-08-14,2024-08-12,CAR_0056677,CPD_BERLIN_01,CPD_HAMBURG_01,332,TRUCK_00329,3,0.38,75.87,repair_routing,2
TRF_001083,2024-08-14,2024-08-12,CAR_0056678,CPD_BERLIN_01,CPD_HAMBURG_01,332,TRUCK_00329,3,0.38,75.87,repair_routing,2
TRF_001084,2024-08-15,2024-08-13,CAR_0057024,CPD_DRESDEN_01,CPD_MUNICH_01,467,TRUCK_00332,5,0.62,60.37,repair_routing,2
TRF_001085,2024-08-15,2024-08-13,CAR_0057025,CPD_DRESDEN_01,CPD_MUNICH_01,467,TRUCK_00332,5,0.62,60.37,repair_routing,2
TRF_001086,2024-08-15,2024-08-13,CAR_0057026,CPD_DRESDEN_01,CPD_MUNICH_01,467,TRUCK_00332,5,0.62,60.37,repair_routing,2
TRF_001087,2024-08-15,2024-08-13,CAR_0057027,CPD_DRESDEN_01,CPD_MUNICH_01,467,TRUCK_00332,5,0.62,60.37,repair_routing,2
TRF_001088,2024-08-15,2024-08-13,CAR_0057028,CPD_DRESDEN_01,CPD_MUNICH_01,467,TRUCK_00332,5,0.62,60.37,repair_routing,2
TRF_001089,2024-08-16,2024-08-14,CAR_0057101,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00334,8,1.0,37.73,demand_rebalancing,2
TRF_001090,2024-08-16,2024-08-14,CAR_0057102,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00334,8,1.0,37.73,demand_rebalancing,2
TRF_001091,2024-08-16,2024-08-14,CAR_0057103,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00334,8,1.0,37.73,demand_rebalancing,2
TRF_001092,2024-08-16,2024-08-14,CAR_0057104,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00334,8,1.0,37.73,demand_rebalancing,2
TRF_001093,2024-08-16,2024-08-14,CAR_0057105,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00334,8,1.0,37.73,demand_rebalancing,2
TRF_001094,2024-08-16,2024-08-14,CAR_0057106,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00334,8,1.0,37.73,demand_rebalancing,2
TRF_001095,2024-08-16,2024-08-14,CAR_0057107,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00334,8,1.0,37.73,demand_rebalancing,2
TRF_001096,2024-08-16,2024-08-14,CAR_0057108,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00334,8,1.0,37.73,demand_rebalancing,2
TRF_001097,2024-08-16,2024-08-14,CAR_0057109,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00335,2,0.25,150.93,demand_rebalancing,2
TRF_001098,2024-08-16,2024-08-14,CAR_0057110,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00335,2,0.25,150.93,demand_rebalancing,2
TRF_001099,2024-08-16,2024-08-15,CAR_0057333,CPD_BREMEN_01,CPD_HAMBURG_01,123,TRUCK_00333,5,0.62,22.53,repair_routing,1
TRF_001100,2024-08-16,2024-08-15,CAR_0057334,CPD_BREMEN_01,CPD_HAMBURG_01,123,TRUCK_00333,5,0.62,22.53,repair_routing,1
TRF_001101,2024-08-16,2024-08-15,CAR_0057335,CPD_BREMEN_01,CPD_HAMBURG_01,123,TRUCK_00333,5,0.62,22.53,repair_routing,1
TRF_001102,2024-08-16,2024-08-15,CAR_0057336,CPD_BREMEN_01,CPD_HAMBURG_01,123,TRUCK_00333,5,0.62,22.53,repair_routing,1
TRF_001103,2024-08-16,2024-08-15,CAR_0057337,CPD_BREMEN_01,CPD_HAMBURG_01,123,TRUCK_00333,5,0.62,22.53,repair_routing,1
TRF_001104,2024-08-19,2024-08-17,CAR_0057554,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00338,8,1.0,37.87,demand_rebalancing,2
TRF_001105,2024-08-19,2024-08-17,CAR_0057555,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00338,8,1.0,37.87,demand_rebalancing,2
TRF_001106,2024-08-19,2024-08-17,CAR_0057556,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00338,8,1.0,37.87,demand_rebalancing,2
TRF_001107,2024-08-19,2024-08-17,CAR_0057557,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00338,8,1.0,37.87,demand_rebalancing,2
TRF_001108,2024-08-19,2024-08-17,CAR_0057558,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00338,8,1.0,37.87,demand_rebalancing,2
TRF_001109,2024-08-19,2024-08-17,CAR_0057559,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00338,8,1.0,37.87,demand_rebalancing,2
TRF_001110,2024-08-19,2024-08-17,CAR_0057560,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00338,8,1.0,37.87,demand_rebalancing,2
TRF_001111,2024-08-19,2024-08-17,CAR_0057561,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00338,8,1.0,37.87,demand_rebalancing,2
TRF_001112,2024-08-19,2024-08-17,CAR_0057562,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00339,2,0.25,151.48,demand_rebalancing,2
TRF_001113,2024-08-19,2024-08-17,CAR_0057563,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00339,2,0.25,151.48,demand_rebalancing,2
TRF_001114,2024-08-19,2024-08-18,CAR_0057754,CPD_HAMBURG_01,CPD_BREMEN_01,123,TRUCK_00337,2,0.25,56.33,demand_rebalancing,1
TRF_001115,2024-08-19,2024-08-18,CAR_0057755,CPD_HAMBURG_01,CPD_BREMEN_01,123,TRUCK_00337,2,0.25,56.33,demand_rebalancing,1
TRF_001116,2024-08-19,2024-08-18,CAR_0057769,CPD_BREMEN_01,CPD_HAMBURG_01,123,TRUCK_00336,3,0.38,37.55,repair_routing,1
TRF_001117,2024-08-19,2024-08-18,CAR_0057770,CPD_BREMEN_01,CPD_HAMBURG_01,123,TRUCK_00336,3,0.38,37.55,repair_routing,1
TRF_001118,2024-08-19,2024-08-18,CAR_0057771,CPD_BREMEN_01,CPD_HAMBURG_01,123,TRUCK_00336,3,0.38,37.55,repair_routing,1
TRF_001119,2024-08-20,2024-08-18,CAR_0058041,CPD_FRANKFURT_01,CPD_LEIPZIG_01,382,TRUCK_00340,3,0.38,85.03,demand_rebalancing,2
TRF_001120,2024-08-20,2024-08-18,CAR_0058042,CPD_FRANKFURT_01,CPD_LEIPZIG_01,382,TRUCK_00340,3,0.38,85.03,demand_rebalancing,2
TRF_001121,2024-08-20,2024-08-18,CAR_0058043,CPD_FRANKFURT_01,CPD_LEIPZIG_01,382,TRUCK_00340,3,0.38,85.03,demand_rebalancing,2
TRF_001122,2024-08-21,2024-08-18,CAR_0058222,CPD_MUNICH_01,CPD_BREMEN_01,759,TRUCK_00345,6,0.75,77.08,demand_rebalancing,3
TRF_001123,2024-08-21,2024-08-18,CAR_0058223,CPD_MUNICH_01,CPD_BREMEN_01,759,TRUCK_00345,6,0.75,77.08,demand_rebalancing,3
TRF_001124,2024-08-21,2024-08-18,CAR_0058224,CPD_MUNICH_01,CPD_BREMEN_01,759,TRUCK_00345,6,0.75,77.08,demand_rebalancing,3
TRF_001125,2024-08-21,2024-08-18,CAR_0058225,CPD_MUNICH_01,CPD_BREMEN_01,759,TRUCK_00345,6,0.75,77.08,demand_rebalancing,3
TRF_001126,2024-08-21,2024-08-18,CAR_0058226,CPD_MUNICH_01,CPD_BREMEN_01,759,TRUCK_00345,6,0.75,77.08,demand_rebalancing,3
TRF_001127,2024-08-21,2024-08-18,CAR_0058227,CPD_MUNICH_01,CPD_BREMEN_01,759,TRUCK_00345,6,0.75,77.08,demand_rebalancing,3
TRF_001128,2024-08-21,2024-08-20,CAR_0058430,CPD_HAMBURG_01,CPD_BREMEN_01,123,TRUCK_00343,7,0.88,16.09,demand_rebalancing,1
TRF_001129,2024-08-21,2024-08-20,CAR_0058431,CPD_HAMBURG_01,CPD_BREMEN_01,123,TRUCK_00343,7,0.88,16.09,demand_rebalancing,1
TRF_001130,2024-08-21,2024-08-20,CAR_0058432,CPD_HAMBURG_01,CPD_BREMEN_01,123,TRUCK_00343,7,0.88,16.09,demand_rebalancing,1
TRF_001131,2024-08-21,2024-08-20,CAR_0058433,CPD_HAMBURG_01,CPD_BREMEN_01,123,TRUCK_00343,7,0.88,16.09,demand_rebalancing,1
TRF_001132,2024-08-21,2024-08-20,CAR_0058434,CPD_HAMBURG_01,CPD_BREMEN_01,123,TRUCK_00343,7,0.88,16.09,demand_rebalancing,1
TRF_001133,2024-08-21,2024-08-20,CAR_0058435,CPD_HAMBURG_01,CPD_BREMEN_01,123,TRUCK_00343,7,0.88,16.09,demand_rebalancing,1
TRF_001134,2024-08-21,2024-08-20,CAR_0058436,CPD_HAMBURG_01,CPD_BREMEN_01,123,TRUCK_00343,7,0.88,16.09,demand_rebalancing,1
TRF_001135,2024-08-21,2024-08-19,CAR_0058448,CPD_BREMEN_01,CPD_DUSSELDORF_01,322,TRUCK_00342,1,0.12,222.1,remarketing_routing,2
TRF_001136,2024-08-21,2024-08-19,CAR_0058492,CPD_BERLIN_01,CPD_HAMBURG_01,332,TRUCK_00341,4,0.5,56.9,repair_routing,2
TRF_001137,2024-08-21,2024-08-19,CAR_0058493,CPD_BERLIN_01,CPD_HAMBURG_01,332,TRUCK_00341,4,0.5,56.9,repair_routing,2
TRF_001138,2024-08-21,2024-08-19,CAR_0058494,CPD_BERLIN_01,CPD_HAMBURG_01,332,TRUCK_00341,4,0.5,56.9,repair_routing,2
TRF_001139,2024-08-21,2024-08-19,CAR_0058495,CPD_BERLIN_01,CPD_HAMBURG_01,332,TRUCK_00341,4,0.5,56.9,repair_routing,2
TRF_001140,2024-08-21,2024-08-19,CAR_0058500,CPD_LEIPZIG_01,CPD_FRANKFURT_01,382,TRUCK_00344,1,0.12,255.1,repair_routing,2
TRF_001141,2024-08-22,2024-08-21,CAR_0058773,CPD_BREMEN_01,CPD_HAMBURG_01,123,TRUCK_00347,2,0.25,56.33,repair_routing,1
TRF_001142,2024-08-22,2024-08-21,CAR_0058774,CPD_BREMEN_01,CPD_HAMBURG_01,123,TRUCK_00347,2,0.25,56.33,repair_routing,1
TRF_001143,2024-08-22,2024-08-20,CAR_0058816,CPD_BERLIN_01,CPD_DRESDEN_01,215,TRUCK_00346,1,0.12,163.25,remarketing_routing,2
TRF_001144,2024-08-23,2024-08-21,CAR_0058899,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00350,5,0.62,60.59,demand_rebalancing,2
TRF_001145,2024-08-23,2024-08-21,CAR_0058900,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00350,5,0.62,60.59,demand_rebalancing,2
TRF_001146,2024-08-23,2024-08-21,CAR_0058901,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00350,5,0.62,60.59,demand_rebalancing,2
TRF_001147,2024-08-23,2024-08-21,CAR_0058902,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00350,5,0.62,60.59,demand_rebalancing,2
TRF_001148,2024-08-23,2024-08-21,CAR_0058903,CPD_MUNICH_01,CPD_LEIPZIG_01,469,TRUCK_00350,5,0.62,60.59,demand_rebalancing,2
TRF_001149,2024-08-23,2024-08-21,CAR_0059071,CPD_FRANKFURT_01,CPD_LEIPZIG_01,382,TRUCK_00349,3,0.38,85.03,demand_rebalancing,2
TRF_001150,2024-08-23,2024-08-21,CAR_0059072,CPD_FRANKFURT_01,CPD_LEIPZIG_01,382,TRUCK_00349,3,0.38,85.03,demand_rebalancing,2
TRF_001151,2024-08-23,2024-08-21,CAR_0059073,CPD_FRANKFURT_01,CPD_LEIPZIG_01,382,TRUCK_00349,3,0.38,85.03,demand_rebalancing,2
TRF_001152,2024-08-23,2024-08-21,CAR_0059176,CPD_BERLIN_01,CPD_HAMBURG_01,332,TRUCK_00348,4,0.5,56.9,repair_routing,2
TRF_001153,2024-08-23,2024-08-21,CAR_0059177,CPD_BERLIN_01,CPD_HAMBURG_01,332,TRUCK_00348,4,0.5,56.9,repair_routing,2
TRF_001154,2024-08-23,2024-08-21,CAR_0059178,CPD_BERLIN_01,CPD_HAMBURG_01,332,TRUCK_00348,4,0.5,56.9,repair_routing,2
TRF_001155,2024-08-23,2024-08-21,CAR_0059179,CPD_BERLIN_01,CPD_HAMBURG_01,332,TRUCK_00348,4,0.5,56.9,repair_routing,2
TRF_001156,2024-08-26,2024-08-25,CAR_0059445,CPD_NUREMBERG_01,CPD_MUNICH_01,196,TRUCK_00352,2,0.25,76.4,repair_routing,1
TRF_001157,2024-08-26,2024-08-25,CAR_0059446,CPD_NUREMBERG_01,CPD_MUNICH_01,196,TRUCK_00352,2,0.25,76.4,repair_routing,1
TRF_001158,2024-08-26,2024-08-24,CAR_0059527,CPD_FRANKFURT_01,CPD_DRESDEN_01,483,TRUCK_00351,2,0.25,155.33,demand_rebalancing,2
TRF_001159,2024-08-26,2024-08-24,CAR_0059528,CPD_FRANKFURT_01,CPD_DRESDEN_01,483,TRUCK_00351,2,0.25,155.33,demand_rebalancing,2
TRF_001160,2024-08-27,2024-08-25,CAR_0059739,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00354,4,0.5,75.46,demand_rebalancing,2
TRF_001161,2024-08-27,2024-08-25,CAR_0059740,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00354,4,0.5,75.46,demand_rebalancing,2
TRF_001162,2024-08-27,2024-08-25,CAR_0059741,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00354,4,0.5,75.46,demand_rebalancing,2
TRF_001163,2024-08-27,2024-08-25,CAR_0059742,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00354,4,0.5,75.46,demand_rebalancing,2
TRF_001164,2024-08-27,2024-08-25,CAR_0059948,CPD_HAMBURG_01,CPD_DRESDEN_01,490,TRUCK_00353,2,0.25,157.25,demand_rebalancing,2
TRF_001165,2024-08-27,2024-08-25,CAR_0059949,CPD_HAMBURG_01,CPD_DRESDEN_01,490,TRUCK_00353,2,0.25,157.25,demand_rebalancing,2
TRF_001166,2024-08-28,2024-08-26,CAR_0060276,CPD_HAMBURG_01,CPD_DRESDEN_01,490,TRUCK_00355,5,0.62,62.9,demand_rebalancing,2
TRF_001167,2024-08-28,2024-08-26,CAR_0060277,CPD_HAMBURG_01,CPD_DRESDEN_01,490,TRUCK_00355,5,0.62,62.9,demand_rebalancing,2
TRF_001168,2024-08-28,2024-08-26,CAR_0060278,CPD_HAMBURG_01,CPD_DRESDEN_01,490,TRUCK_00355,5,0.62,62.9,demand_rebalancing,2
TRF_001169,2024-08-28,2024-08-26,CAR_0060279,CPD_HAMBURG_01,CPD_DRESDEN_01,490,TRUCK_00355,5,0.62,62.9,demand_rebalancing,2
TRF_001170,2024-08-28,2024-08-26,CAR_0060280,CPD_HAMBURG_01,CPD_DRESDEN_01,490,TRUCK_00355,5,0.62,62.9,demand_rebalancing,2
TRF_001171,2024-08-29,2024-08-27,CAR_0060587,CPD_HAMBURG_01,CPD_LEIPZIG_01,382,TRUCK_00357,1,0.12,255.1,remarketing_routing,2
TRF_001172,2024-08-29,2024-08-28,CAR_0060602,CPD_BREMEN_01,CPD_HAMBURG_01,123,TRUCK_00356,1,0.12,112.65,repair_routing,1
TRF_001173,2024-08-30,2024-08-28,CAR_0060854,CPD_FRANKFURT_01,CPD_BREMEN_01,429,TRUCK_00358,3,0.38,93.65,demand_rebalancing,2
TRF_001174,2024-08-30,2024-08-28,CAR_0060855,CPD_FRANKFURT_01,CPD_BREMEN_01,429,TRUCK_00358,3,0.38,93.65,demand_rebalancing,2
TRF_001175,2024-08-30,2024-08-28,CAR_0060856,CPD_FRANKFURT_01,CPD_BREMEN_01,429,TRUCK_00358,3,0.38,93.65,demand_rebalancing,2
TRF_001176,2024-09-04,2024-09-03,CAR_0061844,CPD_NUREMBERG_01,CPD_MUNICH_02,191,TRUCK_00360,1,0.12,150.05,remarketing_routing,1
TRF_001177,2024-09-04,2024-09-02,CAR_0062031,CPD_DRESDEN_01,CPD_MUNICH_01,467,TRUCK_00359,3,0.38,100.62,repair_routing,2
TRF_001178,2024-09-04,2024-09-02,CAR_0062032,CPD_DRESDEN_01,CPD_MUNICH_01,467,TRUCK_00359,3,0.38,100.62,repair_routing,2
TRF_001179,2024-09-04,2024-09-02,CAR_0062033,CPD_DRESDEN_01,CPD_MUNICH_01,467,TRUCK_00359,3,0.38,100.62,repair_routing,2
TRF_001180,2024-09-05,2024-09-04,CAR_0062094,CPD_MUNICH_01,CPD_MUNICH_02,8,TRUCK_00363,1,0.12,49.4,remarketing_routing,1
TRF_001181,2024-09-05,2024-09-03,CAR_0062230,CPD_FRANKFURT_01,CPD_BREMEN_01,429,TRUCK_00361,2,0.25,140.48,demand_rebalancing,2
TRF_001182,2024-09-05,2024-09-03,CAR_0062231,CPD_FRANKFURT_01,CPD_BREMEN_01,429,TRUCK_00361,2,0.25,140.48,demand_rebalancing,2
TRF_001183,2024-09-05,2024-09-03,CAR_0062333,CPD_LEIPZIG_01,CPD_FRANKFURT_01,382,TRUCK_00362,5,0.62,51.02,repair_routing,2
TRF_001184,2024-09-05,2024-09-03,CAR_0062334,CPD_LEIPZIG_01,CPD_FRANKFURT_01,382,TRUCK_00362,5,0.62,51.02,repair_routing,2
TRF_001185,2024-09-05,2024-09-03,CAR_0062335,CPD_LEIPZIG_01,CPD_FRANKFURT_01,382,TRUCK_00362,5,0.62,51.02,repair_routing,2
TRF_001186,2024-09-05,2024-09-03,CAR_0062336,CPD_LEIPZIG_01,CPD_FRANKFURT_01,382,TRUCK_00362,5,0.62,51.02,repair_routing,2
TRF_001187,2024-09-05,2024-09-03,CAR_0062337,CPD_LEIPZIG_01,CPD_FRANKFURT_01,382,TRUCK_00362,5,0.62,51.02,repair_routing,2
TRF_001188,2024-09-06,2024-09-04,CAR_0062396,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00367,2,0.25,150.93,capacity_overflow,2
TRF_001189,2024-09-06,2024-09-04,CAR_0062397,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00367,2,0.25,150.93,capacity_overflow,2
TRF_001190,2024-09-06,2024-09-05,CAR_0062444,CPD_NUREMBERG_01,CPD_MUNICH_01,196,TRUCK_00368,1,0.12,152.8,repair_routing,1
TRF_001191,2024-09-06,2024-09-04,CAR_0062486,CPD_COLOGNE_01,CPD_BREMEN_01,350,TRUCK_00364,2,0.25,118.75,demand_rebalancing,2
TRF_001192,2024-09-06,2024-09-04,CAR_0062487,CPD_COLOGNE_01,CPD_BREMEN_01,350,TRUCK_00364,2,0.25,118.75,demand_rebalancing,2
TRF_001193,2024-09-06,2024-09-05,CAR_0062608,CPD_HAMBURG_01,CPD_BREMEN_01,123,TRUCK_00365,6,0.75,18.78,demand_rebalancing,1
TRF_001194,2024-09-06,2024-09-05,CAR_0062609,CPD_HAMBURG_01,CPD_BREMEN_01,123,TRUCK_00365,6,0.75,18.78,demand_rebalancing,1
TRF_001195,2024-09-06,2024-09-05,CAR_0062610,CPD_HAMBURG_01,CPD_BREMEN_01,123,TRUCK_00365,6,0.75,18.78,demand_rebalancing,1
TRF_001196,2024-09-06,2024-09-05,CAR_0062611,CPD_HAMBURG_01,CPD_BREMEN_01,123,TRUCK_00365,6,0.75,18.78,demand_rebalancing,1
TRF_001197,2024-09-06,2024-09-05,CAR_0062612,CPD_HAMBURG_01,CPD_BREMEN_01,123,TRUCK_00365,6,0.75,18.78,demand_rebalancing,1
TRF_001198,2024-09-06,2024-09-05,CAR_0062613,CPD_HAMBURG_01,CPD_BREMEN_01,123,TRUCK_00365,6,0.75,18.78,demand_rebalancing,1
TRF_001199,2024-09-06,2024-09-04,CAR_0062649,CPD_LEIPZIG_01,CPD_FRANKFURT_01,382,TRUCK_00366,3,0.38,85.03,repair_routing,2
TRF_001200,2024-09-06,2024-09-04,CAR_0062650,CPD_LEIPZIG_01,CPD_FRANKFURT_01,382,TRUCK_00366,3,0.38,85.03,repair_routing,2
TRF_001201,2024-09-06,2024-09-04,CAR_0062651,CPD_LEIPZIG_01,CPD_FRANKFURT_01,382,TRUCK_00366,3,0.38,85.03,repair_routing,2
TRF_001202,2024-09-09,2024-09-08,CAR_0062867,CPD_MUNICH_02,CPD_MUNICH_01,8,TRUCK_00370,2,0.25,24.7,repair_routing,1
TRF_001203,2024-09-09,2024-09-08,CAR_0062868,CPD_MUNICH_02,CPD_MUNICH_01,8,TRUCK_00370,2,0.25,24.7,repair_routing,1
TRF_001204,2024-09-09,2024-09-08,CAR_0062898,CPD_NUREMBERG_01,CPD_MUNICH_01,196,TRUCK_00371,1,0.12,152.8,repair_routing,1
TRF_001205,2024-09-09,2024-09-08,CAR_0062952,CPD_DUSSELDORF_01,CPD_COLOGNE_01,45,TRUCK_00369,2,0.25,34.88,repair_routing,1
TRF_001206,2024-09-09,2024-09-08,CAR_0062953,CPD_DUSSELDORF_01,CPD_COLOGNE_01,45,TRUCK_00369,2,0.25,34.88,repair_routing,1
TRF_001207,2024-09-10,2024-09-08,CAR_0063145,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00375,8,1.0,37.73,demand_rebalancing,2
TRF_001208,2024-09-10,2024-09-08,CAR_0063146,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00375,8,1.0,37.73,demand_rebalancing,2
TRF_001209,2024-09-10,2024-09-08,CAR_0063147,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00375,8,1.0,37.73,demand_rebalancing,2
TRF_001210,2024-09-10,2024-09-08,CAR_0063148,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00375,8,1.0,37.73,demand_rebalancing,2
TRF_001211,2024-09-10,2024-09-08,CAR_0063149,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00375,8,1.0,37.73,demand_rebalancing,2
TRF_001212,2024-09-10,2024-09-08,CAR_0063150,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00375,8,1.0,37.73,demand_rebalancing,2
TRF_001213,2024-09-10,2024-09-08,CAR_0063151,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00375,8,1.0,37.73,demand_rebalancing,2
TRF_001214,2024-09-10,2024-09-08,CAR_0063152,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00375,8,1.0,37.73,demand_rebalancing,2
TRF_001215,2024-09-10,2024-09-08,CAR_0063153,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00376,2,0.25,150.93,demand_rebalancing,2
TRF_001216,2024-09-10,2024-09-08,CAR_0063154,CPD_MUNICH_01,CPD_DRESDEN_01,467,TRUCK_00376,2,0.25,150.93,demand_rebalancing,2
TRF_001217,2024-09-10,2024-09-09,CAR_0063279,CPD_DUSSELDORF_01,CPD_COLOGNE_01,45,TRUCK_00372,3,0.38,23.25,repair_routing,1
TRF_001218,2024-09-10,2024-09-09,CAR_0063280,CPD_DUSSELDORF_01,CPD_COLOGNE_01,45,TRUCK_00372,3,0.38,23.25,repair_routing,1
TRF_001219,2024-09-10,2024-09-09,CAR_0063281,CPD_DUSSELDORF_01,CPD_COLOGNE_01,45,TRUCK_00372,3,0.38,23.25,repair_routing,1
TRF_001220,2024-09-10,2024-09-08,CAR_0063324,CPD_FRANKFURT_01,CPD_DRESDEN_01,483,TRUCK_00373,3,0.38,103.55,demand_rebalancing,2
TRF_001221,2024-09-10,2024-09-08,CAR_0063325,CPD_FRANKFURT_01,CPD_DRESDEN_01,483,TRUCK_00373,3,0.38,103.55,demand_rebalancing,2
TRF_001222,2024-09-10,2024-09-08,CAR_0063326,CPD_FRANKFURT_01,CPD_DRESDEN_01,483,TRUCK_00373,3,0.38,103.55,demand_rebalancing,2
TRF_001223,2024-09-10,2024-09-08,CAR_0063379,CPD_HAMBURG_01,CPD_DRESDEN_01,490,TRUCK_00374,8,1.0,39.31,demand_rebalancing,2
TRF_001224,2024-09-10,2024-09-08,CAR_0063380,CPD_HAMBURG_01,CPD_DRESDEN_01,490,TRUCK_00374,8,1.0,39.31,demand_rebalancing,2
TRF_001225,2024-09-10,2024-09-08,CAR_0063381,CPD_HAMBURG_01,CPD_DRESDEN_01,490,TRUCK_00374,8,1.0,39.31,demand_rebalancing,2
